,Model,Train_Accuracy_Arc,Train_Accuracy_Brc,Train_Accuracy_Token,Val_Accuracy_Arc,Val_Accuracy_Brc,Val_Accuracy_Token,Test_Accuracy_Arc,Test_Accuracy_Brc,Test_Accuracy_Token
0,1000 epochs biochem SMO ExtraLayer,0.9448420799807854,0.9030714166805394,0.9867504835128784,0.9358778625954198,0.8804211056119453,0.9878604412078857,0.9386531696460622,0.8912263535551207,0.9841852188110352
