,Model,Train_Accuracy_Arc,Train_Accuracy_Brc,Train_Accuracy_Token,Val_Accuracy_Arc,Val_Accuracy_Brc,Val_Accuracy_Token,Test_Accuracy_Arc,Test_Accuracy_Brc,Test_Accuracy_Token
0,300 epochs,0.9801761067774633,0.9639769099504397,0.992276668548584,0.9191571931748677,0.8277172408586456,0.9532009363174438,0.9201580385345887,0.8240982685779873,0.9550786018371582
