,Model,Train_Accuracy_Arc,Train_Accuracy_Brc,Train_Accuracy_Token,Val_Accuracy_Arc,Val_Accuracy_Brc,Val_Accuracy_Token,Test_Accuracy_Arc,Test_Accuracy_Brc,Test_Accuracy_Token
0,merge dataset accuracies plantcyc,0.9487864745055696,0.8944618173208031,0.9823033809661865,0.9221837892561112,0.8327125852480056,0.9726970791816711,0.9259981514772947,0.8367115192068182,0.9755024313926697
