ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-SMILES,REACTION-DIRECTION
RXN-12991,UNK,False,CSCCCCCCCC[C@H](N(O)O)C(=O)[O-].[H+],C(/CCCCCCCCSC)=N\O.O.C(=O)=O,CSCCCCCCCC[C@H](N(O)O)C(=O)[O-].[H+]>>C(/CCCCCCCCSC)=N\O.O.C(=O)=O,
RXN-7633,PWY-5049,True,C([C@@H](CC1(\C=C/C(/O)=C(\C=1)/O))O)(=O)[O-].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-],C(/C=C/C1(/C=C(C(/O)=C\C=1)/O))(O[C@@H](C([O-])=O)CC2(\C=C/C(/O)=C(\C=2)/O))=O.CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],C([C@@H](CC1(\C=C/C(/O)=C(\C=1)/O))O)(=O)[O-].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]>>C(/C=C/C1(/C=C(C(/O)=C\C=1)/O))(O[C@@H](C([O-])=O)CC2(\C=C/C(/O)=C(\C=2)/O))=O.CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],LEFT-TO-RIGHT
RXN-18200,PWYQT-4450,True,CSCCCCCCCC(C(O)C(=O)[O-])C(=O)[O-].C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5),CSCCCCCCCC(C(=O)C(=O)[O-])C(=O)[O-].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],CSCCCCCCCC(C(O)C(=O)[O-])C(=O)[O-].C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5)>>CSCCCCCCCC(C(=O)C(=O)[O-])C(=O)[O-].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],LEFT-TO-RIGHT
RXN-10457,PWY-6220,True,CC\C=C/CC1(C(=O)CCC1CC([O-])=O).CC(C)[C@H]([NH3+])C([O-])=O.C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-],CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](C(C)C)C([O-])=O)=O).C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O.O=P(O)(OP([O-])([O-])=O)[O-].[H+],CC\C=C/CC1(C(=O)CCC1CC([O-])=O).CC(C)[C@H]([NH3+])C([O-])=O.C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]>>CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](C(C)C)C([O-])=O)=O).C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O.O=P(O)(OP([O-])([O-])=O)[O-].[H+],LEFT-TO-RIGHT
RXN-9963,PWY-6128,False,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],CC(C)[C@@H]2(C1(\[C@@H](CCC(\C=1)=C)[C@H](C)CC2)).O=P(O)(OP([O-])([O-])=O)[O-],CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]>>CC(C)[C@@H]2(C1(\[C@@H](CCC(\C=1)=C)[C@H](C)CC2)).O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
RXN-11414,PWY-1187,True,CSCCC/C=N/O.O=O,CSCCCC=[N+](O)[O-].O,CSCCC/C=N/O.O=O>>CSCCCC=[N+](O)[O-].O,LEFT-TO-RIGHT
RXN-8215,PWY-5288,True,CC(/C=C/C=C(C)/C=C/C1(/C(CCCC(/C)=1)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C).O=O,CC(/C=C/C=C(C)/C=C/C1(/C(CCC(C(/C)=1)=O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C).O,CC(/C=C/C=C(C)/C=C/C1(/C(CCCC(/C)=1)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C).O=O>>CC(/C=C/C=C(C)/C=C/C1(/C(CCC(C(/C)=1)=O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C).O,LEFT-TO-RIGHT
1.2.1.1-RXN,UNK,False,C=O.C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5).C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5).C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.C=O,[H+].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],C=O.C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5).C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5).C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.C=O>>[H+].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+],
RXN-18725,PWY-7897,False,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(O)[C@@H]3([C@@H](O)[C@H](O)[C@@H](O)[C@H](C1(/C(/O)=C\C(\O)=C(C(/O)=1)\C(=O)CCC2(\C=C/C(/O)=C\C=2)))O3),C(O)[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@H](C2(/C(/O)=C(C(/O)=C([C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))\C(\O)=2)/C(=O)CCC3(\C=C/C(/O)=C\C=3)))O4).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+],C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(O)[C@@H]3([C@@H](O)[C@H](O)[C@@H](O)[C@H](C1(/C(/O)=C\C(\O)=C(C(/O)=1)\C(=O)CCC2(\C=C/C(/O)=C\C=2)))O3)>>C(O)[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@H](C2(/C(/O)=C(C(/O)=C([C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))\C(\O)=2)/C(=O)CCC3(\C=C/C(/O)=C\C=3)))O4).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+],LEFT-TO-RIGHT
RXN-7739,PWY-5098,False,C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(CC)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7))).[H+],C=CC1(\C3(\NC(/C(\C)=1)=C/C2([C@@H](C)[C@H](CCC(=O)[O-])C(\N=2)=C5([C-](C(OC)=O)C(=O)C6(\C(/C)=C(\C=C4(C(/CC)=C(C)/C(\C=3)=N\4))/NC/5=6))))).[Mg+2],C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(CC)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7))).[H+]>>C=CC1(\C3(\NC(/C(\C)=1)=C/C2([C@@H](C)[C@H](CCC(=O)[O-])C(\N=2)=C5([C-](C(OC)=O)C(=O)C6(\C(/C)=C(\C=C4(C(/CC)=C(C)/C(\C=3)=N\4))/NC/5=6))))).[Mg+2],LEFT-TO-RIGHT
RXN-8567,PWY-5426,True,COC1(/C=C(CC[NH3+])\C=C/C(/O)=1).C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O,[H+].COC2(\C(\O)=C/C=C(CC\N=C/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))\C=2).O,COC1(/C=C(CC[NH3+])\C=C/C(/O)=1).C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O>>[H+].COC2(\C(\O)=C/C=C(CC\N=C/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))\C=2).O,LEFT-TO-RIGHT
N-ACETYLTRANSFER-RXN,GLUTORN-PWY,False,C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].CC(=O)N[C@H](C([O-])=O)CCC(=O)[O-].[H+],C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]>>CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].CC(=O)N[C@H](C([O-])=O)CCC(=O)[O-].[H+],LEFT-TO-RIGHT
RXN-8172,PWY-7861,False,[H+].C1(/N=C(CCC1)/C(=O)[O-]).O,C(CC(=O)C(=O)[O-])CC[NH3+],[H+].C1(/N=C(CCC1)/C(=O)[O-]).O>>C(CC(=O)C(=O)[O-])CC[NH3+],LEFT-TO-RIGHT
RXN-172,PWY-762,False,C=C1([C@H]3(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](C[C@H](O)C2)([C@@H](CC3)4)5)(C)))C([O-])=O))).C(CC([O-])=O)C(=O)C([O-])=O.O=O,[H+].C=C1([C@H]2(C[C@]3(C1)([C@H]([C@@H]4([C@@](C([O-])=O)(C)CC(=O)C=C([C@@H](CC2)3)4))C([O-])=O))).C(C([O-])=O)CC([O-])=O.C(=O)=O.O,C=C1([C@H]3(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](C[C@H](O)C2)([C@@H](CC3)4)5)(C)))C([O-])=O))).C(CC([O-])=O)C(=O)C([O-])=O.O=O>>[H+].C=C1([C@H]2(C[C@]3(C1)([C@H]([C@@H]4([C@@](C([O-])=O)(C)CC(=O)C=C([C@@H](CC2)3)4))C([O-])=O))).C(C([O-])=O)CC([O-])=O.C(=O)=O.O,LEFT-TO-RIGHT
RXN-13600,PWY-7089,False,C2(/C=C(\C=C/C(/[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))C#N)=2)/O).O,C(C1(\C=C/C(/O)=C\C=1))=O.C#N.C([C@@H]1([C@H]([C@@H]([C@H](C(O1)O)O)O)O))O,C2(/C=C(\C=C/C(/[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))C#N)=2)/O).O>>C(C1(\C=C/C(/O)=C\C=1))=O.C#N.C([C@@H]1([C@H]([C@@H]([C@H](C(O1)O)O)O)O))O,LEFT-TO-RIGHT
RXN-14434,PWY-7256,True,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-]))).C([C@H]2(O[C@@H](OC(=O)C1(\C=C/C(/O)=C\C=1))[C@@H]([C@H]([C@@H]2O)O)O))O,C(O)[C@@H]1([C@H]([C@H](O)[C@@H](O)[C@@H](O1)OC2(\C=C(C3(\C=C(C(=[O+]C(\C=2)=3)C4(\C=C(C(/O)=C\C=4)\O))\O[C@H]5([C@H](O)[C@H]([C@H](O)[C@@H](CO)O5)O)))\[O-]))O).C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C4(\C(/C=3)=C(/C=C(/C=4)/[O-])\[O-]))).C([C@H]2(O[C@@H](OC(=O)C1(\C=C/C(/O)=C\C=1))[C@@H]([C@H]([C@@H]2O)O)O))O>>C(O)[C@@H]1([C@H]([C@H](O)[C@@H](O)[C@@H](O1)OC2(\C=C(C3(\C=C(C(=[O+]C(\C=2)=3)C4(\C=C(C(/O)=C\C=4)\O))\O[C@H]5([C@H](O)[C@H]([C@H](O)[C@@H](CO)O5)O)))\[O-]))O).C(C1(\C=C/C(/O)=C\C=1))(=O)[O-],LEFT-TO-RIGHT
RXN3O-218,PWY-2541,False,CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1(\C([C@]2(CC[C@H](O)C[C@H](C/C=1)2)(C))CC[C@](C)34))))=C.O=O.[H+],CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C2([C@@H]([C@]1(CC[C@H](O)CC/1=C\C=2)(C))CC[C@](C)34))))=C.O,CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1(\C([C@]2(CC[C@H](O)C[C@H](C/C=1)2)(C))CC[C@](C)34))))=C.O=O.[H+]>>CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C2([C@@H]([C@]1(CC[C@H](O)CC/1=C\C=2)(C))CC[C@](C)34))))=C.O,LEFT-TO-RIGHT
RXN-3167,PWY-1921,False,C(O)[C@@H]1([C@H](O)[C@H](O)[C@H]([C@@H](O1)O[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](OC(=O)CC2(\C3(/C=C\C=C/C(/N\C=2)=3)))4))O).O,C(O[C@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1))(=O)CC2(\C3(/C=C\C=C/C(/N\C=2)=3)).C([C@@H]1([C@@H]([C@@H]([C@H](C(O1)O)O)O)O))O,C(O)[C@@H]1([C@H](O)[C@H](O)[C@H]([C@@H](O1)O[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](OC(=O)CC2(\C3(/C=C\C=C/C(/N\C=2)=3)))4))O).O>>C(O[C@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1))(=O)CC2(\C3(/C=C\C=C/C(/N\C=2)=3)).C([C@@H]1([C@@H]([C@@H]([C@H](C(O1)O)O)O)O))O,LEFT-TO-RIGHT
SINAPINE-ESTERASE-RXN,PWY-3301,True,O.C(COC(=O)/C=C/C1(/C=C(C(\O)=C(C=1)\OC)/OC))[N+](C)(C)C,[H+].C(CO)[N+](C)(C)C.COC1(/C=C(/C=C(C(\O)=1)/OC)/C=C/C([O-])=O),O.C(COC(=O)/C=C/C1(/C=C(C(\O)=C(C=1)\OC)/OC))[N+](C)(C)C>>[H+].C(CO)[N+](C)(C)C.COC1(/C=C(/C=C(C(\O)=1)/OC)/C=C/C([O-])=O),LEFT-TO-RIGHT
RXN-19973,PWY-5292,True,CCC4(\[C@@H]1(CC[NH+](CCC2(\C3(/C=C\C=C/C(/NC(/[C@](C(=O)OC)(COC(C)=O)1)=2)=3)))\C=4)),CCC1(\C=C/C[NH+](\C=1)CCC2(\C3(/C=C\C=C/C(/NC(/C(C(=O)OC)=C)=2)=3))).CC([O-])=O.[H+],CCC4(\[C@@H]1(CC[NH+](CCC2(\C3(/C=C\C=C/C(/NC(/[C@](C(=O)OC)(COC(C)=O)1)=2)=3)))\C=4))>>CCC1(\C=C/C[NH+](\C=1)CCC2(\C3(/C=C\C=C/C(/NC(/C(C(=O)OC)=C)=2)=3))).CC([O-])=O.[H+],LEFT-TO-RIGHT
RXN-8340,PWY-6823,False,C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].C(OP([O-])(=O)OP(=O)([O-])OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3))),C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]2(N3(C4(\N=C(N)/NC(=O)C(N[C@H]([C@](O)1[C@@H](O)2)3)=4)))).CSCC[C@H]([NH3+])C([O-])=O.C[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))).[H+],C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].C(OP([O-])(=O)OP(=O)([O-])OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))>>C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]2(N3(C4(\N=C(N)/NC(=O)C(N[C@H]([C@](O)1[C@@H](O)2)3)=4)))).CSCC[C@H]([NH3+])C([O-])=O.C[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))).[H+],LEFT-TO-RIGHT
RXN-8511,PWY-5412,True,CC(/CC[C@@H]1([C@]2(CCCC(C)(C)[C@H](CCC1=C)2)C))=C\COP([O-])(=O)OP([O-])([O-])=O,CC(C)C3(\C=C2(CC[C@H]1(C(C)(C)CCC[C@@]1([C@H]2CC=3)C))).O=P(O)(OP([O-])([O-])=O)[O-],CC(/CC[C@@H]1([C@]2(CCCC(C)(C)[C@H](CCC1=C)2)C))=C\COP([O-])(=O)OP([O-])([O-])=O>>CC(C)C3(\C=C2(CC[C@H]1(C(C)(C)CCC[C@@]1([C@H]2CC=3)C))).O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
RXN-14501,UNK,False,C(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@H](O)O1),C(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@H](O)O1),LEFT-TO-RIGHT
RXN66-310,PWY-6074,False,CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(C(C)(C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))).O=O.[H+],CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@@](CO)(C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))).O,CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(C(C)(C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))).O=O.[H+]>>CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@@](CO)(C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))).O,LEFT-TO-RIGHT
RXN-11686,PWY-6602,True,C3(\C(\C(=O)CC(=O)C2(/C(/O)=C([C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))\C(\[O-])=C/C(/O)=2))=C/C=C(\C=3)/O),C([C@@H]4([C@H]([C@@H]([C@H]([C@H](C2(/C3(/OC(/C1(\C=C/C(/O)=C\C=1))=C/C(C(/C(/O)=C\C(\[O-])=2)=3)=O)))O4)O)O)O))O.O,C3(\C(\C(=O)CC(=O)C2(/C(/O)=C([C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))\C(\[O-])=C/C(/O)=2))=C/C=C(\C=3)/O)>>C([C@@H]4([C@H]([C@@H]([C@H]([C@H](C2(/C3(/OC(/C1(\C=C/C(/O)=C\C=1))=C/C(C(/C(/O)=C\C(\[O-])=2)=3)=O)))O4)O)O)O))O.O,LEFT-TO-RIGHT
RXN-13549,PWY-5808,True,CC(C)=CCC1(/C(/[O-])=C(CC=C(C)C)\C(\O)=C(C(/O)=1)\C(CC(C)C)=O).CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O.CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].[H+],CCC(C)C(=O)[C@@]12([C@]([C@H](C[C@](C(C(\CC=C(C)C)=C1/O)=O)(C(=O)2)CC=C(C)C)CC=C(C)C)(C)CCC=C(C)C).O=P(O)(OP([O-])([O-])=O)[O-],CC(C)=CCC1(/C(/[O-])=C(CC=C(C)C)\C(\O)=C(C(/O)=1)\C(CC(C)C)=O).CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O.CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].[H+]>>CCC(C)C(=O)[C@@]12([C@]([C@H](C[C@](C(C(\CC=C(C)C)=C1/O)=O)(C(=O)2)CC=C(C)C)CC=C(C)C)(C)CCC=C(C)C).O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
RXN-18669,PWY-6801,False,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].CCCO,CCCOC(=O)C.CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].CCCO>>CCCOC(=O)C.CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-],LEFT-TO-RIGHT
