Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
0,200,6583.8127,2072.8296,351.7205,550.591,3608.6716
1,400,6199.4899,1791.9572,331.4077,535.9159,3540.2091
2,600,5806.0131,1590.2375,308.5745,496.62,3410.5811
3,800,5682.4277,1480.1638,292.212,484.6494,3425.4024
3,1000,5539.0572,1387.5348,293.071,474.9435,3383.5079
4,1200,5442.9134,1330.2198,287.4083,467.3973,3357.8881
5,1400,5236.8554,1259.7169,270.2268,440.5809,3266.3308
6,1600,5293.4958,1238.7037,274.6599,446.4242,3333.7081
7,1800,5196.8554,1201.8085,270.8891,438.4763,3285.6814
7,2000,5147.933,1173.0057,266.874,436.9882,3271.0652
8,2200,5112.7992,1154.5849,261.8099,430.4281,3265.9763
9,2400,5069.9471,1128.4378,259.2352,420.8982,3261.376
10,2600,5076.0751,1132.036,258.7893,420.6709,3264.5788
11,2800,4968.514,1092.5907,255.0301,413.463,3207.4301
11,3000,4924.2155,1075.5438,250.6522,409.2442,3188.7753
12,3200,4969.9984,1080.3085,254.4448,412.2458,3222.9993
13,3400,4795.8785,1038.8998,234.6559,389.7947,3132.528
14,3600,4909.5082,1056.7756,247.4847,402.5859,3202.662
15,3800,4853.4292,1038.204,242.5205,396.988,3175.7166
15,4000,4858.1277,1036.9243,239.6654,394.7085,3186.8295
16,4200,4753.2748,1007.0509,231.373,384.4969,3130.354
17,4400,4818.6794,1016.5377,240.4988,393.9855,3167.6573
18,4600,4802.6431,1014.2386,236.1017,379.7984,3172.5044
19,4800,4755.9003,995.4701,226.3962,378.3765,3155.6576
19,5000,4662.992,975.9345,227.2184,373.9541,3085.885
20,5200,4752.1006,992.1733,226.1841,371.9545,3161.7887
21,5400,4740.6121,985.7412,228.9822,375.4166,3150.4721
22,5600,4710.0825,974.2797,226.6827,374.9587,3134.1614
23,5800,4730.0411,975.7383,228.4316,376.7992,3149.072
23,6000,4719.8013,972.0098,226.9097,373.7593,3147.1225
24,6200,4643.2093,962.9902,219.1919,357.6916,3103.3356
25,6400,4570.807,942.5315,212.4364,355.2447,3060.5945
26,6600,4687.6555,953.0066,221.3819,368.3798,3144.8871
27,6800,4634.8719,943.8838,216.3431,355.0214,3119.6236
27,7000,4542.355,928.6079,210.1628,350.6673,3052.9169
28,7200,4636.7097,940.6978,219.5628,356.7387,3119.7104
29,7400,4526.6684,917.4878,207.2973,338.0003,3063.883
30,7600,4582.5811,929.7791,212.6237,352.4209,3087.7574
31,7800,4566.3293,926.1135,209.7121,345.8735,3084.6303
31,8000,4546.3227,912.9475,209.6726,343.7354,3079.9673
32,8200,4517.2711,914.5453,202.2674,332.4954,3067.963
33,8400,4588.116,923.2553,207.0034,339.058,3118.7993
