Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
0,200,6556.4161,2063.3796,357.4811,547.6309,3587.9245
1,400,6095.6928,1755.2749,323.303,521.1335,3495.9814
2,600,5898.1723,1618.5625,312.1605,501.9454,3465.5038
3,800,5616.66,1460.5291,298.001,485.5695,3372.5603
3,1000,5596.2281,1403.7066,296.7174,481.8489,3413.9552
4,1200,5283.0492,1290.056,276.1349,453.9753,3262.8829
5,1400,5311.015,1265.0941,284.7198,451.1786,3310.0225
6,1600,5269.1947,1244.6485,264.8714,435.6723,3324.0026
7,1800,5208.055,1207.8907,275.9775,459.0166,3265.1703
7,2000,5194.7513,1187.4696,270.0673,432.196,3305.0185
8,2200,5085.1124,1155.4361,258.1336,420.5103,3251.0323
9,2400,5090.6793,1136.4883,273.4671,437.8247,3242.8993
10,2600,4977.7158,1113.8815,248.1419,411.0311,3204.6614
11,2800,5038.8006,1114.6186,261.1901,420.1113,3242.8806
11,3000,4942.8543,1082.3644,251.0695,412.2691,3197.1513
12,3200,4996.0082,1089.1429,254.5978,409.8248,3242.4426
13,3400,4929.6686,1074.0747,241.0198,405.9931,3208.581
14,3600,4885.6182,1051.6677,249.7039,402.9207,3181.3259
15,3800,4884.8718,1047.0204,242.6547,401.1037,3194.093
15,4000,4843.0605,1028.4193,245.0416,397.209,3172.3906
16,4200,4906.753,1043.6143,248.2863,401.3023,3213.5501
17,4400,4869.0719,1028.128,237.0392,394.012,3209.8925
18,4600,4830.5567,1022.6102,236.899,388.9123,3182.1352
19,4800,4751.8403,998.2762,232.7979,384.9019,3135.8642
19,5000,4765.3866,997.2501,234.0925,379.364,3154.6799
20,5200,4738.7472,988.6559,228.0081,379.061,3143.0222
21,5400,4785.0561,995.3499,233.1665,381.9216,3174.6181
22,5600,4664.6528,971.484,223.9043,366.9411,3102.3235
23,5800,4721.6449,975.774,229.3501,379.5827,3136.9381
23,6000,4624.7961,957.0547,220.5589,362.6461,3084.5364
24,6200,4674.1104,958.5221,222.1817,358.9152,3134.4914
25,6400,4636.9622,952.756,222.2767,368.788,3093.1416
26,6600,4643.4445,954.5693,216.4677,355.3194,3117.088
27,6800,4629.5751,944.8828,218.2047,360.6316,3105.8559
27,7000,4650.7633,949.3749,220.6732,360.6745,3120.0407
28,7200,4610.7631,931.5754,211.5489,348.4958,3119.143
29,7400,4636.3948,948.5386,216.7693,358.7524,3112.3346
30,7600,4640.3686,935.4625,215.5557,356.1994,3133.1509
31,7800,4590.4008,927.8697,214.8766,349.7999,3097.8546
31,8000,4572.1641,928.3157,208.1227,347.6583,3088.0674
32,8200,4623.506,929.4941,211.0949,347.4776,3135.4395
33,8400,4541.3917,916.8596,213.3507,350.8469,3060.3345
34,8600,4507.7263,908.8114,200.6611,334.5012,3063.7526
35,8800,4553.2738,912.2709,208.8844,344.4151,3087.7033
35,9000,4535.8661,909.4777,206.8605,337.2741,3082.2538
36,9200,4478.8932,899.5044,199.7584,329.6296,3050.0008
37,9400,4548.5661,904.7759,207.5011,338.0596,3098.2296
38,9600,4575.1491,917.2708,204.41,335.7573,3117.7111
39,9800,4473.0093,885.5488,196.619,326.9755,3063.866
39,10000,4380.3599,874.3839,195.7433,319.5532,2990.6795
40,10200,4484.8983,896.8019,199.8544,326.8683,3061.3737
41,10400,4475.7401,877.4974,198.0391,331.1326,3069.0711
42,10600,4487.493,897.3795,194.4521,318.3986,3077.2627
43,10800,4447.3717,878.4836,196.435,319.4093,3053.0437
43,11000,4399.6782,868.6744,191.1979,313.3638,3026.442
44,11200,4408.1754,872.732,196.9843,325.4562,3013.0029
45,11400,4341.9978,858.0241,188.592,302.1116,2993.2702
46,11600,4456.3769,877.3849,190.8933,316.7696,3071.329
46,11800,4426.8395,874.7124,193.8646,314.3946,3043.868
47,12000,4380.2771,862.2372,185.2318,303.5299,3029.2782
48,12200,4422.0649,873.2017,190.8094,314.2922,3043.7616
49,12400,4361.8605,854.7709,186.1239,309.7956,3011.1701
50,12600,4406.6668,868.1243,188.5462,305.7889,3044.2075
50,12800,4383.1609,863.1153,186.6899,308.0909,3025.2649
51,13000,4433.7783,872.5528,185.0301,301.2219,3074.9734
52,13200,4390.4633,859.3717,192.4536,313.8541,3024.784
53,13400,4338.3784,850.0472,181.1382,292.824,3014.369
54,13600,4432.1671,866.5149,186.3047,305.7321,3073.6154
54,13800,4348.6677,849.2686,181.6027,294.3862,3023.4103
55,14000,4340.5338,848.051,180.7082,295.7694,3016.0052
56,14200,4283.6995,834.3196,179.7534,293.0069,2976.6197
57,14400,4305.6454,842.4443,177.825,284.2155,3001.1605
58,14600,4265.4615,831.3861,177.7293,288.1434,2968.2027
58,14800,4309.9997,838.2248,177.3085,288.7229,3005.7434
59,15000,4251.2435,829.0655,174.5068,282.493,2965.1783
60,15200,4410.1289,857.5434,180.8948,296.8498,3074.8409
61,15400,4266.4822,825.0183,173.9712,284.4985,2982.9942
62,15600,4258.0953,829.6427,173.8468,283.1704,2971.4354
62,15800,4300.4586,839.9739,175.2459,286.9581,2998.2806
63,16000,4211.1346,817.5339,169.7566,273.6448,2950.1993
64,16200,4309.8186,840.6341,175.0443,286.8973,3007.2429
65,16400,4277.4574,829.1122,172.5981,280.7999,2994.9472
66,16600,4287.5321,830.6689,172.4739,282.3682,3002.0211
66,16800,4295.3723,836.0849,169.3577,274.5664,3015.3634
67,17000,4249.6208,822.957,166.083,268.9411,2991.6397
68,17200,4294.7817,831.1127,173.2781,280.9359,3009.455
69,17400,4272.3077,831.4571,168.3296,274.0274,2998.4936
70,17600,4250.26,821.794,168.0557,275.5925,2984.8178
70,17800,4276.2622,825.3072,173.7904,281.668,2995.4965
71,18000,4226.2665,815.9498,163.9846,266.9382,2979.3939
72,18200,4225.6427,818.0163,163.0287,264.3149,2980.2828
73,18400,4224.45,814.5903,168.7808,273.8363,2967.2426
