Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
0,200,6429.1998,1968.429,354.5842,545.5575,3560.6292
1,400,6083.5787,1703.3744,316.0309,509.4722,3554.7011
2,600,5565.2146,1460.6234,288.4804,475.8555,3340.2553
3,800,5597.1175,1390.9699,293.6174,472.0819,3440.4483
3,1000,5378.7745,1293.7241,284.8067,461.853,3338.3906
4,1200,5305.7393,1247.2683,271.1123,446.0722,3341.2865
5,1400,5152.1126,1184.1832,271.7677,436.7456,3259.416
6,1600,5103.4968,1157.6368,260.1468,434.5819,3251.1312
7,1800,5041.9147,1130.9507,264.7888,425.4488,3220.7263
7,2000,5088.181,1122.4554,261.027,426.524,3278.1746
8,2200,4992.7152,1098.2791,253.062,414.5469,3226.8271
9,2400,5048.2225,1098.722,258.1502,429.3181,3262.0321
10,2600,4940.7633,1058.1513,253.6044,415.0418,3213.9657
11,2800,4906.6474,1050.9438,240.9851,396.1141,3218.6042
11,3000,4790.4454,1016.7109,242.646,395.7356,3135.3529
12,3200,4860.3988,1028.7473,243.2852,403.2222,3185.1441
13,3400,4822.7735,1008.104,238.0556,396.7423,3179.8716
14,3600,4837.1111,1015.563,238.2647,387.8427,3195.4408
15,3800,4799.5135,999.0531,239.6163,396.1783,3164.6657
15,4000,4772.4597,987.73,232.8499,389.5232,3162.3567
16,4200,4758.3059,984.1383,232.8068,381.8403,3159.5205
17,4400,4802.8198,982.9475,233.4764,387.5763,3198.8195
18,4600,4688.3265,958.7475,227.9963,376.7029,3124.8798
19,4800,4752.0577,978.6947,226.5124,377.6015,3169.2491
19,5000,4636.4014,942.6918,226.4554,372.8728,3094.3815
20,5200,4667.6421,943.8468,219.6919,367.3041,3136.7993
21,5400,4614.3119,937.1766,217.7793,363.8098,3095.5461
22,5600,4616.4503,935.4461,221.4667,364.6823,3094.8552
23,5800,4640.6736,929.1788,219.0228,360.5326,3131.9394
23,6000,4604.869,923.7935,215.4521,356.4875,3109.1358
24,6200,4560.8371,921.0772,214.4473,353.9832,3071.3294
25,6400,4616.8478,914.8907,217.0055,358.0746,3126.877
26,6600,4562.9969,915.2284,212.4133,345.6418,3089.7133
27,6800,4549.2319,907.2454,208.1802,348.1354,3085.6709
27,7000,4590.8887,913.4653,212.2622,354.6901,3110.471
28,7200,4569.2499,907.7218,207.3546,340.8559,3113.3176
29,7400,4514.0637,898.749,210.5578,350.0759,3054.681
30,7600,4577.3954,900.0483,205.8067,340.0736,3131.4667
31,7800,4488.7031,885.5801,206.196,340.5249,3056.402
31,8000,4474.5477,882.9733,200.2733,332.4716,3058.8295
32,8200,4545.205,897.5772,207.4774,342.5814,3097.5689
33,8400,4510.4785,886.5439,205.7743,334.878,3083.2823
34,8600,4414.9871,868.3149,200.6493,331.2015,3014.8214
35,8800,4460.6387,874.4857,197.9034,328.6546,3059.595
35,9000,4501.0916,883.7567,197.2033,327.5329,3092.5987
36,9200,4396.8639,858.6506,195.6624,323.2411,3019.3099
37,9400,4364.9903,853.0636,191.0403,312.7645,3008.1219
38,9600,4466.5363,870.1787,194.5608,326.4468,3075.3501
38,9800,4434.6764,864.7161,198.1479,325.9381,3045.8743
39,10000,4394.4816,853.9772,192.5871,314.7245,3033.1928
40,10200,4364.2182,850.869,190.5607,311.8135,3010.9749
