Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
0,1600200,4904.7354,992.4005,351.2588,560.8253,3000.2508
1,1600400,4751.3149,952.2501,316.0255,499.0338,2984.0056
2,1600600,4617.8797,924.327,296.1409,468.1765,2929.2353
3,1600800,4594.6702,911.4257,282.2231,451.1046,2949.9169
3,1601000,4576.1172,908.4264,285.8772,448.796,2933.0176
4,1601200,4619.4306,911.9189,280.1988,446.8267,2980.4861
5,1601400,4485.5016,886.474,272.3809,434.1467,2892.5
6,1601600,4534.9529,891.6468,266.2523,428.5515,2948.5023
7,1601800,4513.4134,891.8665,266.5762,428.8251,2926.1455
7,1602000,4506.8351,880.8128,268.4259,425.1569,2932.4394
8,1602200,4413.2957,865.7333,257.2708,408.9667,2881.3249
9,1602400,4449.8277,871.0838,259.0647,416.3444,2903.3347
10,1602600,4457.1454,867.9054,259.1309,412.0496,2918.0596
11,1602800,4453.214,875.5919,252.7097,410.3828,2914.5296
11,1603000,4421.5168,864.7717,255.1633,406.2002,2895.3816
12,1603200,4369.7402,854.87,250.7078,399.5172,2864.6453
13,1603400,4326.7549,846.1818,237.6448,386.8197,2856.1085
14,1603600,4458.1029,870.5779,257.9251,412.4956,2917.1044
15,1603800,4447.6395,866.7117,248.3392,397.2577,2935.3309
15,1604000,4380.1023,855.5432,246.8931,399.4307,2878.2353
16,1604200,4407.1682,858.015,243.3923,392.0363,2913.7247
17,1604400,4301.712,838.2337,241.6058,382.8962,2838.9764
18,1604600,4475.8357,869.5193,246.1987,397.3279,2962.7898
19,1604800,4292.3382,836.9703,233.3011,377.6599,2844.407
19,1605000,4351.6623,849.0975,238.1461,381.6753,2882.7434
20,1605200,4314.5356,838.5994,236.1146,376.6783,2863.1433
21,1605400,4408.9361,851.5779,243.1454,395.3692,2918.8435
22,1605600,4369.4454,856.6664,235.2483,382.7987,2894.7321
23,1605800,4349.098,848.8305,233.7749,376.3785,2890.1141
23,1606000,4364.8936,847.395,238.2589,383.7995,2895.4402
24,1606200,4244.7862,826.2363,226.3335,363.183,2829.0335
25,1606400,4410.3789,855.1551,238.017,386.2818,2930.925
26,1606600,4332.8811,843.0653,230.988,370.8356,2887.9921
27,1606800,4311.1899,835.3247,232.0435,368.9313,2874.8904
27,1607000,4293.6087,836.5764,226.8485,371.3874,2858.7964
28,1607200,4284.4441,825.8577,232.0794,370.0838,2856.4232
29,1607400,4284.8541,838.8291,225.8481,360.4867,2859.6902
30,1607600,4329.553,836.1442,230.3382,368.5675,2894.5031
31,1607800,4300.7337,837.119,226.2056,368.7316,2868.6775
31,1608000,4251.6552,828.7712,222.8818,360.0466,2839.9556
32,1608200,4296.8332,830.5868,223.2112,359.1343,2883.901
33,1608400,4266.0591,825.7258,226.9863,365.7071,2847.6399
34,1608600,4278.3958,834.8771,220.5833,351.7426,2871.1928
35,1608800,4238.9,824.7739,223.2284,356.1046,2834.7932
35,1609000,4273.4562,830.1107,222.8445,356.4531,2864.048
36,1609200,4195.328,817.069,215.9728,345.9613,2816.325
37,1609400,4293.1908,831.7597,222.8318,357.4364,2881.163
38,1609600,4289.17,834.2468,217.8959,351.8959,2885.1314
38,1609800,4260.3772,829.2261,222.1492,356.478,2852.5239
39,1610000,4260.0436,826.9426,221.0755,351.2652,2860.7603
40,1610200,4256.4405,828.8636,214.1145,346.9317,2866.5306
41,1610400,4244.8497,826.5484,220.3866,356.761,2841.1537
42,1610600,4247.2619,817.6327,217.0087,345.5867,2867.0338
42,1610800,4214.6866,823.4329,217.5571,346.0506,2827.6461
43,1611000,4299.2535,834.6768,215.7912,348.9633,2899.8222
44,1611200,4260.8781,829.6351,221.9965,356.3382,2852.9083
45,1611400,4220.52,820.0074,213.241,341.4961,2845.7755
46,1611600,4220.8796,819.2733,214.5135,340.6512,2846.4416
46,1611800,4281.8954,829.3168,219.0644,351.7608,2881.7534
47,1612000,4238.1669,826.3427,213.6351,342.1109,2856.0782
48,1612200,4244.2153,829.2523,215.5963,346.176,2853.1907
49,1612400,4200.1291,815.6738,208.9838,333.0209,2842.4506
50,1612600,4265.1295,829.6154,214.3614,349.0397,2872.113
50,1612800,4238.6603,822.1522,215.2816,341.4225,2859.8041
51,1613000,4240.8705,828.2961,209.2977,340.7099,2862.5669
52,1613200,4214.2322,820.2732,210.1887,336.5792,2847.1911
53,1613400,4187.7713,815.4758,209.4563,332.7059,2830.1333
54,1613600,4253.7599,824.9574,213.399,345.4811,2869.9224
54,1613800,4192.3868,816.6285,208.998,333.9953,2832.7649
55,1614000,4195.7208,817.2603,206.1983,326.8311,2845.4311
56,1614200,4226.722,825.9138,209.8863,337.6106,2853.3113
57,1614400,4220.857,819.0772,209.4146,336.293,2856.0722
58,1614600,4180.2512,812.7254,209.3744,333.324,2824.8274
58,1614800,4255.8105,828.5268,209.8666,337.5216,2879.8954
59,1615000,4238.269,826.4037,209.5467,331.8233,2870.4953
60,1615200,4207.6436,815.664,204.6579,330.0477,2857.2739
61,1615400,4177.1983,805.2599,212.7306,334.4845,2824.7234
62,1615600,4255.9712,829.746,209.0263,335.2361,2881.9628
